band,idx,song,duration_s,harmonic_ratio,centroid,rolloff,flatness,contrast,flux,zcr,rms,tempo_excerpt,mode_score,key,voiced_frac_mix
afterglow,8,RED RED RED,224.4,0.74699,2731.07628,5699.34887,0.03646,21.57782,1.08406,0.13931,0.25066,123.04688,0.09156,C#maj,0.62487
afterglow,9,ONE OF US,282.3,0.60008,2730.98451,5467.19472,0.03758,21.51021,1.25456,0.14222,0.22753,103.35938,-0.30065,Gmin,0.25181
afterglow,10,Y.O.L.O!!!!!,270.9,0.63572,2840.19355,5696.56,0.04137,21.14914,1.28779,0.15428,0.27018,143.55469,-0.02615,Cmin,0.34365
afterglow,12,Off we go.,251.8,0.72701,2279.76523,4844.44848,0.01794,22.05163,1.31233,0.09343,0.28844,117.45384,0.19098,Cmaj,0.6517
afterglow,15,ランブリングメモリー,325.0,0.67636,2643.15725,5243.85162,0.02611,22.62905,1.17177,0.13999,0.26933,123.04688,0.26601,Emaj,0.46027
afterglow,16,COMIC PANIC!!!,280.5,0.54006,2899.32447,5764.23737,0.04155,21.32148,1.35633,0.15916,0.29345,103.35938,0.22186,Fmaj,0.20898
afterglow,18,Jamboree!Journey!,259.8,0.62411,2677.37519,5606.90498,0.03383,21.30107,1.28672,0.13101,0.26251,151.99908,0.23804,F#maj,0.50877
afterglow,19,カナユメ,307.5,0.75673,2316.7969,4623.57204,0.01754,22.53796,1.16692,0.10613,0.29316,123.04688,0.19974,Dmaj,0.71517
afterglow,20,独創収差,276.3,0.77162,2489.19343,4911.55919,0.02828,21.80971,1.19221,0.12709,0.32289,129.19922,0.31901,Dmaj,0.51135
afterglow,21,極彩色,238.6,0.67797,2711.96634,5723.22095,0.0355,21.62698,1.25355,0.12789,0.28668,123.04688,0.32316,Dmaj,0.38958
afterglow,22,サクラゼンセン,249.3,0.73761,2368.50099,5208.72406,0.01795,22.22851,1.2665,0.09498,0.28644,135.99918,-0.35032,F#min,0.56398
afterglow,23,True color,253.3,0.77688,2626.8287,5311.06233,0.02556,22.36201,1.2079,0.12222,0.32091,107.66602,0.07143,Dmaj,0.70124
afterglow,24,Crow Song,244.2,0.62117,2804.16584,5299.29018,0.04116,21.58633,1.12923,0.16239,0.29698,117.45384,0.02683,D#maj,0.11507
afterglow,25,カサブタ,196.7,0.73165,2522.10118,5012.65858,0.02905,21.58355,1.21492,0.13012,0.28256,117.45384,0.10825,Amaj,0.40506
afterglow,26,アイのシナリオ,259.8,0.66928,2789.51559,5997.01374,0.03609,21.68803,1.27539,0.1368,0.25771,117.45384,0.2523,Dmaj,0.36894
afterglow,27,Northern lights,209.1,0.7264,2446.8846,4938.89791,0.02437,21.69176,1.24356,0.12312,0.30282,135.99918,-0.27579,Amin,0.42621
afterglow,29,Reach Out To The Truth,171.5,0.69513,2740.89091,5758.92629,0.03339,20.83771,1.17807,0.1293,0.30358,112.34715,-0.12586,Bmin,0.63467
afterglow,30,Listen!!,227.5,0.63067,2563.92174,5360.00648,0.02996,21.26805,1.28701,0.12345,0.28985,117.45384,0.12429,Amaj,0.35036
afterglow,33,Butter-Fly,250.2,0.69988,2816.18565,5945.0585,0.03849,21.67334,1.19912,0.13718,0.32498,112.34715,0.05063,G#maj,0.32353
afterglow,34,燦々,194.9,0.73759,2602.98069,5419.5839,0.03144,21.73525,1.27428,0.12939,0.28961,99.38401,0.12273,Emaj,0.56863
afterglow,36,IGNITE GLOW,267.4,0.6048,2382.25358,4912.12585,0.02493,21.03402,1.27519,0.11425,0.3133,129.19922,-0.21799,Emin,0.11042
afterglow,37,ペトリコール・オベーション,219.1,0.6559,2331.85839,4813.28756,0.0198,21.42265,1.24419,0.10398,0.31897,123.04688,0.03052,Fmaj,0.49071
afterglow,38,Made My Day,244.0,0.74844,2318.89249,4981.78099,0.01768,21.60014,1.28269,0.09861,0.34067,129.19922,0.40367,Fmaj,0.55624
afterglow,39,Glowing After,254.5,0.71836,2671.06915,5560.91637,0.03067,22.28784,1.34742,0.12402,0.31358,99.38401,-0.1154,F#min,0.2451
afterglow,40,A Sunset So Bright,231.1,0.80109,2828.67004,5857.60902,0.0358,21.29044,1.21823,0.12852,0.36514,129.19922,-0.07916,Emin,0.78535
afterglow,41,Start as Usual,276.3,0.77825,2833.62534,6037.54127,0.03263,21.87032,1.21696,0.11281,0.32839,117.45384,0.09924,Amaj,0.47833
afterglow,42,“Say cheese!!!!!”,261.1,0.81332,2774.73345,5794.51496,0.02896,22.23578,1.32971,0.11045,0.33985,117.45384,0.12931,Emaj,0.58514
afterglow,43,花笑みのデュオ,250.3,0.73552,2889.77304,6043.27457,0.03995,22.00413,1.29902,0.12832,0.36421,99.38401,0.00438,Gmaj,0.21053
afterglow,44,READY STEADY GO (Cover),221.3,0.65972,2884.39817,5730.51535,0.04432,21.21941,1.20408,0.15488,0.28694,143.55469,0.3028,Emaj,0.2807
afterglow,45,abnormalize (Cover),219.0,0.70417,2586.18883,5444.90596,0.02655,21.49091,1.2796,0.11756,0.29749,117.45384,-0.33867,Dmin,0.63571
afterglow,46,メンタルチェンソー (Cover),177.4,0.62851,2350.165,4882.70381,0.02145,21.16294,1.39064,0.10875,0.30789,123.04688,-0.0795,Dmin,0.60268
afterglow,47,Bunny Girl (Cover),217.2,0.61104,2775.83427,5932.75857,0.03098,22.3689,1.52331,0.12188,0.26709,107.66602,-0.07211,G#min,0.37461
afterglow,48,オレンジ (Cover),235.6,0.69664,2803.64855,5626.21042,0.03685,22.22963,1.35006,0.13158,0.31389,135.99918,0.36609,Gmaj,0.39319
afterglow,49,カゲロウデイズ (Cover),233.7,0.81471,2645.93809,5765.50958,0.02557,22.16198,1.36526,0.09387,0.29829,99.38401,0.21846,Fmaj,0.50619
afterglow,50,DAY×DAY (Cover),219.1,0.73334,2948.67567,5809.07598,0.04486,21.68939,1.23346,0.15931,0.3207,95.70312,0.04629,Gmaj,0.20485
afterglow,51,ロキ (Cover),230.0,0.65907,2469.88373,4863.08726,0.02387,21.58162,1.24331,0.13485,0.27804,151.99908,0.04765,Emaj,0.34985
afterglow,52,CHAINSAW BLOOD (Cover),203.1,0.58158,2379.17999,4790.39326,0.02053,21.7198,1.41612,0.1147,0.26314,143.55469,-0.09147,Amin,0.24045
afterglow,53,チルドレンレコード (Re:boot) (Cover),189.7,0.63008,2689.62714,5528.12768,0.03413,20.99407,1.31846,0.13541,0.27765,103.35938,-0.12879,Emin,0.39886
afterglow,55,GO!!! (Cover),239.7,0.65206,2630.94528,5164.41322,0.0318,21.48245,1.27642,0.13763,0.30221,135.99918,0.31826,Fmaj,0.49381
afterglow,56,天ノ弱 (Cover),187.8,0.6623,2346.96204,4825.1986,0.02198,21.57063,1.29723,0.11335,0.31174,135.99918,0.10842,C#maj,0.32714
afterglow,57,アスノヨゾラ哨戒班 (Cover),192.0,0.7706,2715.98375,5939.63631,0.03322,21.13364,1.27683,0.11534,0.28988,123.04688,0.38516,Amaj,0.86842
afterglow,58,瞬間センチメンタル (Cover),230.9,0.6051,2741.88896,5639.93256,0.03395,21.36142,1.23977,0.1344,0.29629,112.34715,0.02564,Amaj,0.25542
afterglow,59,プライド革命 (Cover),238.5,0.58676,2735.76127,5565.58301,0.03448,21.56563,1.27059,0.1388,0.2359,123.04688,0.23664,Emaj,0.22755
afterglow,60,命に嫌われている。 (Cover),274.1,0.62466,2380.85837,4853.13732,0.02282,21.27836,1.37314,0.11103,0.29312,99.38401,0.21804,Cmaj,0.1935
afterglow,61,Redo (Cover),261.6,0.68637,2634.73247,5256.19044,0.03015,21.91283,1.23651,0.13611,0.26602,129.19922,-0.13088,Cmin,0.4773
afterglow,62,インフェルノ (Cover),214.2,0.67684,2628.44253,5616.74381,0.03301,21.28932,1.20861,0.11861,0.27278,123.04688,0.13672,Amaj,0.5356
afterglow,63,ドラマツルギー (Cover),238.6,0.65857,2279.56606,4465.88966,0.02071,21.37148,1.29988,0.11664,0.31125,99.38401,-0.18624,F#min,0.31785
afterglow,64,COLORS (Cover),218.8,0.72577,2340.961,4724.93254,0.01775,22.16231,1.13091,0.12028,0.2727,135.99918,0.11326,C#maj,0.48762
afterglow,66,サムライハート（Some Like It Hot!!） (Cover),190.6,0.69887,2337.36369,4414.82886,0.02149,22.21674,1.31023,0.133,0.28305,112.34715,0.10386,Gmaj,0.3452
afterglow,67,ベノム (Cover),198.5,0.60932,2775.57708,5732.85422,0.03939,21.09075,1.33827,0.14171,0.26658,151.99908,0.1646,G#maj,0.4386
afterglow,68,Don't say “lazy” (Cover),275.7,0.60559,3058.07802,6180.24596,0.05809,21.17911,1.21385,0.1679,0.27538,123.04688,-0.10227,Emin,0.48916
afterglow,69,Part of the Life,88.7,0.73175,2630.29749,5324.77336,0.03124,21.92375,1.28394,0.12174,0.34281,123.04688,0.00481,Bmaj,0.29876
afterglow,70,Punchline Halloween!!!,234.2,0.72601,2407.51474,5254.36267,0.02188,21.50312,1.2607,0.10301,0.28696,117.45384,0.00116,Cmaj,0.33901
ave_mujica,73,"Georgette Me, Georgette You",234.7,0.81284,2241.02086,4687.90499,0.01865,23.05005,1.09056,0.0998,0.32851,95.70312,-0.01165,C#min,0.46078
ave_mujica,74,Imprisoned XII,192.2,0.77539,2037.10785,4256.43537,0.01426,24.17641,1.30751,0.08287,0.16883,103.35938,0.04663,Cmaj,0.64654
ave_mujica,75,Crucifix X,299.0,0.72753,2721.63061,5820.57036,0.03289,21.86838,1.1874,0.12317,0.30932,103.35938,0.02499,Fmaj,0.46182
ave_mujica,76,八芒星ダンス,231.5,0.70931,3103.10508,6476.78306,0.05449,20.83447,1.26655,0.14578,0.34368,112.34715,0.0118,C#maj,0.37513
ave_mujica,81,Choir ‘S’ Choir,288.1,0.67515,2608.15818,5347.051,0.03587,21.16683,1.26645,0.11928,0.33564,143.55469,-0.21036,Gmin,0.35088
ave_mujica,82,神さま、バカ,224.0,0.72716,2416.70595,4886.04823,0.02598,22.14831,1.2074,0.11069,0.36569,123.04688,-0.26096,Dmin,0.46956
ave_mujica,84,Ave Mujica,278.0,0.72912,2373.43051,4811.07091,0.02432,22.21759,1.27217,0.1099,0.11084,112.34715,-0.33719,Gmin,0.39886
ave_mujica,87,Symbol III : ▽,256.9,0.92432,1715.87635,3501.89549,0.00601,25.22457,1.25304,0.0745,0.28291,95.70312,0.0158,Gmaj,0.68111
ave_mujica,88,Symbol IV : Earth,239.1,0.81247,2615.28748,5538.82206,0.03207,21.61866,1.14716,0.11342,0.40146,99.38401,-0.00241,Cmin,0.43963
ave_mujica,90,The Whole Blue World,257.3,0.81903,2375.16685,4998.41978,0.02557,20.97495,1.41797,0.09607,0.32701,99.38401,0.04929,C#maj,0.81166
ave_mujica,93,Angles,275.1,0.8418,2396.37529,5309.55678,0.01863,22.32362,1.11442,0.08598,0.36688,129.19922,0.12882,Bmaj,0.63003
ave_mujica,95,Sophie,197.0,0.76601,2596.9814,5186.96864,0.02895,22.55205,1.12325,0.12933,0.22606,99.38401,-0.25871,Bmin,0.40093
ave_mujica,97,碧い瞳の中に,224.0,0.82118,2129.01784,4569.84459,0.01293,22.79025,1.15367,0.08063,0.27154,143.55469,-0.07472,Dmin,0.64499
ave_mujica,100,暗黒天国 (Cover),265.3,0.70036,2490.16237,5287.26803,0.02583,22.02311,1.36144,0.10516,0.3449,95.70312,-0.14905,Fmin,0.32611
hello_happy_world,106,キミがいなくちゃっ！,243.8,0.73866,2492.94018,5082.95815,0.02324,23.03091,1.28499,0.12024,0.2721,123.04688,0.20632,Dmaj,0.21672
hello_happy_world,107,ハイファイブ∞あどべんちゃっ,272.4,0.73756,3047.24127,6335.28947,0.04881,22.14684,1.23242,0.16027,0.27314,99.38401,0.07927,D#maj,0.35552
hello_happy_world,108,スマイルブーケで た〜まや〜！,272.0,0.82297,2490.27545,5355.18984,0.02023,23.42288,1.23179,0.10917,0.27713,151.99908,0.20707,Emaj,0.46594
hello_happy_world,109,えがお･シング･あ･ソング,249.2,0.71135,2924.60973,5957.76953,0.0397,22.81436,1.32585,0.15557,0.26394,99.38401,-0.0363,G#min,0.32405
hello_happy_world,110,YAPPY! SCHOOL CARNIVAL☆彡,235.2,0.677,2741.78728,5748.60413,0.03221,22.09803,1.3282,0.13513,0.24121,117.45384,-0.02162,G#min,0.36017
hello_happy_world,111,にこ×にこ=ハイパースマイルパワー！,233.3,0.69871,2932.15011,5965.63059,0.0392,22.06364,1.34062,0.14857,0.28244,95.70312,-0.10781,F#min,0.45666
hello_happy_world,113,ゴーカ！ごーかい！？ファントムシーフ！,219.8,0.65089,2712.52743,5403.11177,0.03352,22.37739,1.27192,0.14783,0.28338,107.66602,-0.07863,G#min,0.30341
hello_happy_world,114,うぃーきゃん☆フレフレっ！,239.6,0.71428,2739.21259,5810.21487,0.03422,21.99819,1.20588,0.1296,0.27781,117.45384,-0.06407,F#min,0.43395
hello_happy_world,115,えがおのオーケストラっ！,230.2,0.64186,2520.61077,5182.62977,0.02411,22.94225,1.31374,0.12073,0.19645,135.99918,0.22148,A#maj,0.51961
hello_happy_world,116,にこにこねくと！,250.6,0.78284,2437.56908,4996.06423,0.01822,23.88932,1.21728,0.11938,0.21679,112.34715,0.38142,Dmaj,0.5031
hello_happy_world,118,せかいのっびのびトレジャー！,212.7,0.62424,2441.87722,4933.93128,0.02543,22.0712,1.44782,0.1204,0.29672,112.34715,0.16992,Dmaj,0.30908
hello_happy_world,120,うちゃパ！で ぱっぴかポーんっ！,217.8,0.76027,2639.00658,5505.66115,0.03155,22.4167,1.27207,0.133,0.287,129.19922,0.34417,Cmaj,0.32714
hello_happy_world,121,はれやか すこやか ぴかりんりん♪,256.4,0.70325,2803.12334,5882.55887,0.04166,22.14343,1.28746,0.14486,0.28605,117.45384,0.15054,Cmaj,0.30702
hello_happy_world,123,Happy! Happier! Happiest!,242.9,0.62585,2695.52841,5284.75138,0.03611,21.89898,1.34381,0.14995,0.27543,86.13281,0.32718,Fmaj,0.13571
hello_happy_world,124,現るっ！大怪盗ハロハッピー！,224.1,0.64122,2568.30845,5445.39485,0.02827,22.14259,1.41987,0.11276,0.29492,123.04688,-0.31182,Amin,0.41383
hello_happy_world,126,おもいでイルミネーション,252.7,0.60518,3008.28753,6160.3683,0.04851,22.09498,1.27607,0.16298,0.28922,161.49902,0.1554,A#maj,0.24716
hello_happy_world,127,おもいやりハーモニー,231.5,0.76189,2642.32623,5421.96721,0.02576,23.54174,1.31022,0.13177,0.23517,135.99918,0.20983,F#maj,0.45769
hello_happy_world,129,えがお、あーゆーれでぃ???,226.3,0.7006,2761.41186,5697.34888,0.04085,22.25654,1.3564,0.13631,0.27406,135.99918,-0.02762,Bmin,0.11352
hello_happy_world,130,ハッピーサマーウェディング,284.7,0.61388,2858.22991,5683.14897,0.03519,22.65957,1.3566,0.15838,0.29122,129.19922,0.35294,Amaj,0.24149
hello_happy_world,131,ひまわりの約束,307.3,0.80203,2194.04438,4449.75643,0.01359,24.28136,1.16811,0.10415,0.26251,161.49902,0.2431,Dmaj,0.35397
hello_happy_world,132,ハッピー☆マテリアル,225.0,0.65494,2863.85458,5900.26432,0.03527,22.36166,1.5319,0.13868,0.26702,107.66602,0.14696,D#maj,0.31785
hello_happy_world,134,エクストラ・マジック・アワー,255.3,0.77488,2822.00208,5797.70939,0.03455,22.56254,1.25128,0.13909,0.27503,117.45384,0.30726,D#maj,0.46027
hello_happy_world,135,コレカラ,214.9,0.65314,2916.67524,6144.64618,0.03449,22.35599,1.31451,0.12692,0.27291,161.49902,0.19854,Amaj,0.4097
hello_happy_world,136,全力少年,241.8,0.64292,2724.9107,5670.14905,0.03103,22.65408,1.27605,0.12621,0.25548,135.99918,0.12296,Gmaj,0.36894
hello_happy_world,137,オレンジ,278.4,0.63436,2638.48845,5122.82458,0.02354,23.41938,1.43099,0.13411,0.21588,143.55469,0.3088,Fmaj,0.32559
hello_happy_world,138,Happy Girl,238.1,0.70863,2953.08846,6248.65666,0.0428,22.08009,1.36969,0.13584,0.26622,143.55469,-0.04513,C#min,0.53612
hello_happy_world,139,ン・パカマーチ,156.0,0.69454,2603.5749,5256.22933,0.02654,22.8471,1.44059,0.13013,0.26746,117.45384,0.20593,Dmaj,0.31837
hello_happy_world,140,サンバロハッピ〜！,216.5,0.62645,2582.04256,5310.29011,0.03083,21.6522,1.44861,0.13416,0.24439,129.19922,0.05921,Cmaj,0.31579
hello_happy_world,142,むすんでわらって,242.0,0.64579,2935.69627,6220.00128,0.03665,22.24971,1.35189,0.13465,0.23862,129.19922,0.04527,Cmaj,0.31011
hello_happy_world,143,キミを れっつ・はぶ・ふぁん♪,235.0,0.69725,2695.66732,5672.28237,0.02696,23.09896,1.37803,0.12453,0.30655,161.49902,0.10504,Emaj,0.50929
hello_happy_world,145,れっつ・スマイル・すとり〜みんぐっ♪,227.6,0.77834,2682.00478,5743.71527,0.02719,22.21559,1.20665,0.12017,0.34883,151.99908,0.22176,Emaj,0.40248
hello_happy_world,146,やっほー！いっぽ！わんだふぉー！,212.3,0.61638,2715.46479,5728.89314,0.03451,21.75165,1.46157,0.1313,0.30718,161.49902,0.43049,G#maj,0.23787
hello_happy_world,147,とーくとぅみー・とーくとぅゆー,208.6,0.74656,2878.18918,6238.00117,0.03937,21.5355,1.20223,0.13107,0.35445,135.99918,-0.13105,Gmin,0.29979
hello_happy_world,148,ハイタッチ／＼びりーばーず☆,254.4,0.66896,2813.51304,5989.24156,0.02705,23.17205,1.43375,0.1417,0.28846,112.34715,0.05275,Cmaj,0.32817
hello_happy_world,150,スマイリーキャロル,247.1,0.73556,2550.77831,5446.18929,0.0224,23.39436,1.22222,0.11639,0.27913,112.34715,0.15053,Fmaj,0.49536
hello_happy_world,151,えがお、み〜っけた！,270.2,0.63817,2577.90067,5143.19668,0.02663,22.8791,1.34912,0.12453,0.23134,143.55469,0.00611,Gmaj,0.22807
hello_happy_world,152,上海ハニー (Cover),178.2,0.61243,2914.55663,5943.42517,0.04731,22.12797,1.40985,0.15569,0.22174,129.19922,-0.04732,Amin,0.19195
hello_happy_world,153,シル・ヴ・プレジデント (Cover),193.5,0.72703,3144.11734,6607.61004,0.04184,22.55033,1.60383,0.14004,0.23821,117.45384,0.17448,G#maj,0.33024
hello_happy_world,155,はいよろこんで (Cover),160.2,0.66215,2288.16827,4866.54835,0.01879,22.71584,1.58005,0.10106,0.26541,143.55469,-0.25355,C#min,0.54438
hello_happy_world,156,シカ色デイズ (Cover),202.2,0.5324,2932.20805,5952.73067,0.0386,22.56853,1.80104,0.1547,0.25082,123.04688,-0.08435,Gmin,0.32972
hello_happy_world,157,強風オールバック (Cover),135.1,0.58098,3079.41385,6414.52788,0.04187,22.96668,1.84941,0.13786,0.24695,135.99918,0.03265,Gmaj,0.12745
hello_happy_world,158,最高到達点 (Cover),226.7,0.73086,2630.08535,5420.26167,0.0286,22.60357,1.22486,0.1313,0.24928,129.19922,0.2735,Fmaj,0.6775
hello_happy_world,159,許婚っきゅん (Cover),177.5,0.6749,2474.81706,5351.01764,0.02044,22.50222,1.55059,0.10167,0.25701,143.55469,-0.03024,Bmin,0.46801
hello_happy_world,161,ドレミファロンド (Cover),200.6,0.6522,2500.9405,5276.31254,0.02207,22.50569,1.37225,0.11331,0.2304,123.04688,0.33317,D#maj,0.68266
hello_happy_world,162,きゅうくらりん (Cover),214.8,0.62928,2301.0124,4840.56517,0.02269,21.98553,1.37354,0.10526,0.31146,112.34715,-0.19218,Dmin,0.39577
hello_happy_world,163,ロメオ (Cover),320.2,0.71864,2942.4834,6358.57266,0.03834,22.96235,1.26067,0.14546,0.26258,143.55469,0.07316,D#maj,0.30805
hello_happy_world,164,エイリアンエイリアン (Cover),183.1,0.68683,3030.11389,6378.36699,0.03902,22.24086,1.40179,0.15039,0.22914,151.99908,-0.07596,C#min,0.69659
hello_happy_world,165,いーあるふぁんくらぶ (Cover),239.7,0.64113,2788.91756,5840.28691,0.03619,22.00375,1.35957,0.13546,0.25386,143.55469,-0.07155,Dmin,0.52322
hello_happy_world,166,回レ！雪月花 (Cover),234.8,0.67342,2831.59295,5721.2654,0.04031,21.81732,1.4143,0.14495,0.2445,107.66602,-0.15209,Cmin,0.33385
hello_happy_world,168,TOMORROW (Cover),274.9,0.7302,2782.40266,5655.74913,0.03291,22.63248,1.27353,0.13703,0.25955,135.99918,0.03372,Fmaj,0.67131
hello_happy_world,169,GO! GO! MANIAC (Cover),249.1,0.63869,3052.93192,6109.15195,0.05036,21.94855,1.38187,0.16615,0.27917,123.04688,-0.12157,G#min,0.1904
hello_happy_world,170,Dragon Night (Cover),228.7,0.69085,2713.76108,5639.52701,0.03405,22.33126,1.41609,0.12511,0.19806,123.04688,0.12192,D#maj,0.13983
hello_happy_world,171,ようこそジャパリパークへ (Cover),206.2,0.69086,2602.27828,5336.45662,0.02906,22.13145,1.37021,0.12866,0.30026,112.34715,0.19118,Fmaj,0.4742
hello_happy_world,172,ウィーアー！ (Cover),241.1,0.72008,2443.10163,4834.48743,0.02143,22.83402,1.20603,0.13069,0.29113,112.34715,0.12,Gmaj,0.51703
hello_happy_world,173,おジャ魔女カーニバル!! (Cover),217.4,0.60384,2678.26891,5383.28967,0.02861,22.77762,1.34254,0.1361,0.22539,143.55469,0.10868,D#maj,0.242
hello_happy_world,174,ダーリンダンス (Cover),207.6,0.70036,2885.28356,5951.36957,0.03748,21.6174,1.54405,0.12515,0.28441,151.99908,-0.13233,F#min,0.35191
hello_happy_world,175,ノーポイッ！ (Cover),243.0,0.70123,2788.90349,5836.66471,0.03566,22.57225,1.48758,0.1303,0.28415,161.49902,0.118,Bmaj,0.29309
morfonica,180,Daylight -デイライト-,357.3,0.75054,3027.59158,5873.31448,0.05378,21.53355,1.08665,0.16234,0.28715,123.04688,0.00297,Cmaj,0.2838
morfonica,181,メランコリックララバイ,216.1,0.84723,2953.44515,6066.11332,0.03198,22.1151,1.28437,0.12222,0.29082,123.04688,-0.09297,Fmin,0.33901
morfonica,183,ブルームブルーム,276.9,0.74515,2950.29072,5757.5263,0.03828,22.24569,1.26017,0.14735,0.2884,117.45384,0.02968,C#maj,0.33798
morfonica,186,金色へのプレリュード,271.2,0.798,2614.91753,5260.49597,0.02358,22.73746,1.26863,0.12222,0.30045,117.45384,-0.0505,Bmin,0.30237
morfonica,188,ハーモニー・デイ,219.2,0.86485,2789.43591,5842.648,0.02754,22.86515,1.29083,0.11571,0.25206,123.04688,0.14405,D#maj,0.47007
morfonica,189,Sweet Cheers!,224.3,0.90649,2297.60387,5015.11967,0.01101,23.73633,1.26959,0.07748,0.30636,112.34715,0.08334,Gmaj,0.58153
morfonica,190,"寄る辺のSunny, Sunny",216.0,0.80672,2746.34721,5740.70418,0.02831,22.3496,1.22579,0.12056,0.31468,92.28516,-0.15709,Amin,0.45975
morfonica,191,誓いのWingbeat,255.0,0.8249,2907.20406,5923.65307,0.03183,22.01454,1.18669,0.12414,0.32107,103.35938,-0.1468,Amin,0.42931
morfonica,193,Polyphonyscape,251.4,0.71525,2990.57966,6066.35776,0.04192,22.69997,1.29307,0.14317,0.30603,103.35938,0.13658,F#maj,0.33127
morfonica,194,Wreath of Brave,263.2,0.8362,2730.02456,5633.26594,0.0261,22.88772,1.23419,0.1193,0.29338,135.99918,0.10108,Bmaj,0.62693
morfonica,195,Merry Merry Thanks!!,257.7,0.71694,2863.57219,6022.93025,0.03644,21.89475,1.15168,0.12233,0.31713,143.55469,0.14509,Bmaj,0.51187
morfonica,196,Sonorous,313.3,0.87437,2767.46273,5729.30424,0.02521,23.03435,1.13354,0.12198,0.2741,129.19922,0.16225,Gmaj,0.242
morfonica,197,両翼のBrilliance,239.8,0.85432,2699.70464,5752.78744,0.02567,22.30183,1.17974,0.10714,0.33611,112.34715,-0.25448,Amin,0.64396
morfonica,199,Fateful...,286.8,0.90754,2670.36386,5768.41512,0.01868,23.24729,1.21303,0.09404,0.28427,129.19922,0.0662,Gmaj,0.65635
morfonica,200,ティリカモニカリラ,204.1,0.84693,2485.62247,5051.73056,0.02053,22.70949,1.09604,0.1057,0.29982,135.99918,-0.10936,Bmin,0.7033
morfonica,201,Secret Dawn,238.4,0.8871,2786.11173,5872.9256,0.02307,23.19572,1.20836,0.11168,0.26349,129.19922,-0.00871,Amin,0.50929
morfonica,202,Angel's Ladder,253.4,0.84243,2950.58968,5958.23064,0.03064,22.30734,1.18031,0.12835,0.32384,99.38401,-0.03112,Amin,0.42518
morfonica,205,フレージング ミラージュ,263.6,0.78666,2820.26238,5947.85848,0.02866,21.87684,1.14625,0.11314,0.35376,129.19922,-0.13433,Emin,0.70485
morfonica,206,MUGEN Reverberate!,230.3,0.83115,3083.81148,6455.97763,0.0382,22.32124,1.17129,0.13126,0.24116,123.04688,-0.21828,Bmin,0.56244
morfonica,207,わたしまちがいさがし,273.0,0.69116,3097.5952,6375.35589,0.05063,22.1194,1.1783,0.15258,0.22182,117.45384,0.02167,Cmaj,0.37977
morfonica,208,esora no clover,193.9,0.89763,2634.52109,5880.78666,0.01878,22.56888,1.17641,0.08967,0.30331,107.66602,-0.17447,Amin,0.50413
morfonica,209,きょうもMerry go rounD,238.0,0.78281,2976.79822,6048.71898,0.04367,22.01721,1.22635,0.13624,0.34283,135.99918,-0.09147,C#min,0.48504
morfonica,210,Feathered Dreams,226.4,0.80906,2701.17333,5508.08892,0.02543,22.63455,1.18054,0.11665,0.33435,117.45384,0.02657,Fmaj,0.38493
morfonica,211,Portray Empathy,253.3,0.78354,2806.51376,5437.31712,0.02786,23.11885,1.29517,0.13492,0.34005,172.26562,0.03361,Gmaj,0.45614
morfonica,212,ビューティ・フォー,189.3,0.77637,2688.0525,5838.33692,0.03097,22.0487,1.36252,0.11153,0.3375,99.38401,-0.18289,Bmin,0.57637
morfonica,213,胡蝶翔る星月夜,204.7,0.86519,2547.4042,5236.99611,0.01941,22.60243,1.23412,0.10059,0.28846,135.99918,0.27807,Amaj,0.50568
morfonica,217,音がえしのセレナーデ,301.8,0.85676,2636.84484,5305.00125,0.02354,22.94782,1.18271,0.11862,0.32105,92.28516,-0.00212,Amin,0.52735
morfonica,218,蒼穹へのトレイル,219.2,0.85394,2741.48217,5650.4325,0.0286,21.90011,1.14522,0.11556,0.34793,129.19922,-0.14632,Gmin,0.57018
morfonica,221,輪舞-revolution (Cover),273.5,0.79756,2874.59065,5854.00905,0.03244,23.00293,1.2539,0.13778,0.32363,129.19922,-0.19062,Amin,0.45562
morfonica,223,祝福 (Cover),194.3,0.86816,2635.47306,5678.31566,0.0197,23.02955,1.25438,0.10184,0.29507,112.34715,0.02232,Emaj,0.45717
morfonica,224,Overdose (Cover),194.0,0.8281,2578.56954,5591.3773,0.02379,22.33477,1.32369,0.10067,0.28658,117.45384,-0.04419,Amin,0.55986
morfonica,226,chAngE (Cover),249.6,0.7868,2756.1179,5691.96558,0.03044,22.07024,1.28988,0.1241,0.26525,161.49902,-0.17284,Amin,0.4582
morfonica,227,ALIVE (Cover),216.0,0.82208,2955.97947,6039.72459,0.03065,22.71927,1.30268,0.13268,0.33015,117.45384,-0.00401,G#min,0.44892
morfonica,228,Nameless Story (Cover),243.0,0.81459,3025.09607,5938.61965,0.03626,22.52358,1.31822,0.14918,0.3183,129.19922,-0.16611,Amin,0.19814
morfonica,229,青空のラプソディ (Cover),277.4,0.83191,3030.17606,6067.39664,0.03291,22.77757,1.24458,0.14669,0.3463,135.99918,-0.20612,Amin,0.32353
morfonica,230,Nevereverland (Cover),287.4,0.84028,2757.01833,5626.5882,0.02799,21.73346,1.26536,0.11723,0.30443,103.35938,-0.11385,Amin,0.20279
morfonica,231,メリッサ (Cover),256.8,0.79404,2550.31655,5252.70157,0.0212,23.13374,1.3004,0.11803,0.26405,112.34715,-0.09497,Amin,0.38545
